#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;ETAPA_ENSINO;QT_ALUNOS_PNAE
"2016";"SP";"PORANGABA";"ESTADUAL";"ENSINO FUNDAMENTAL";434
"2016";"SP";"PORANGABA";"ESTADUAL";"ENSINO MÉDIO";273
"2016";"SP";"PORANGABA";"MUNICIPAL";"CRECHE";111
"2016";"SP";"PORANGABA";"MUNICIPAL";"ENSINO FUNDAMENTAL";552
"2016";"SP";"PORANGABA";"MUNICIPAL";"PRÉ-ESCOLA";165
"2016";"SP";"PORTO FELIZ";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";10
"2016";"SP";"PORTO FELIZ";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";312
"2016";"SP";"PORTO FELIZ";"ESTADUAL";"ENSINO FUNDAMENTAL";349
"2016";"SP";"PORTO FELIZ";"ESTADUAL";"ENSINO MÉDIO";2023
"2016";"SP";"PORTO FELIZ";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";72
"2016";"SP";"PORTO FELIZ";"MUNICIPAL";"CRECHE";1091
"2016";"SP";"PORTO FELIZ";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";175
"2016";"SP";"PORTO FELIZ";"MUNICIPAL";"ENSINO FUNDAMENTAL";5413
"2016";"SP";"PORTO FELIZ";"MUNICIPAL";"PRÉ-ESCOLA";1125
"2016";"SP";"PORTO FERREIRA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";209
"2016";"SP";"PORTO FERREIRA";"ESTADUAL";"ENSINO FUNDAMENTAL";1150
"2016";"SP";"PORTO FERREIRA";"ESTADUAL";"ENSINO MÉDIO";1228
"2016";"SP";"PORTO FERREIRA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";80
"2016";"SP";"PORTO FERREIRA";"MUNICIPAL";"CRECHE";821
"2016";"SP";"PORTO FERREIRA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";48
"2016";"SP";"PORTO FERREIRA";"MUNICIPAL";"ENSINO FUNDAMENTAL";4468
"2016";"SP";"PORTO FERREIRA";"MUNICIPAL";"ENSINO MÉDIO";408
"2016";"SP";"PORTO FERREIRA";"MUNICIPAL";"PRÉ-ESCOLA";1106
"2016";"SP";"POTIM";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";371
"2016";"SP";"POTIM";"ESTADUAL";"ENSINO MÉDIO";481
"2016";"SP";"POTIM";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";10
"2016";"SP";"POTIM";"MUNICIPAL";"CRECHE";224
"2016";"SP";"POTIM";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";144
"2016";"SP";"POTIM";"MUNICIPAL";"ENSINO FUNDAMENTAL";1970
"2016";"SP";"POTIM";"MUNICIPAL";"PRÉ-ESCOLA";392
"2016";"SP";"POTIRENDABA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";62
"2016";"SP";"POTIRENDABA";"ESTADUAL";"ENSINO MÉDIO";441
"2016";"SP";"POTIRENDABA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";58
"2016";"SP";"POTIRENDABA";"MUNICIPAL";"CRECHE";324
"2016";"SP";"POTIRENDABA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";61
"2016";"SP";"POTIRENDABA";"MUNICIPAL";"ENSINO FUNDAMENTAL";1760
"2016";"SP";"POTIRENDABA";"MUNICIPAL";"PRÉ-ESCOLA";380
"2016";"SP";"PRACINHA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6
"2016";"SP";"PRACINHA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";191
"2016";"SP";"PRACINHA";"ESTADUAL";"ENSINO FUNDAMENTAL";96
"2016";"SP";"PRACINHA";"ESTADUAL";"ENSINO MÉDIO";59
"2016";"SP";"PRACINHA";"MUNICIPAL";"CRECHE";39
"2016";"SP";"PRACINHA";"MUNICIPAL";"ENSINO FUNDAMENTAL";102
"2016";"SP";"PRACINHA";"MUNICIPAL";"PRÉ-ESCOLA";24
"2016";"SP";"PRADOPOLIS";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";95
"2016";"SP";"PRADOPOLIS";"ESTADUAL";"ENSINO MÉDIO";597
"2016";"SP";"PRADOPOLIS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";23
"2016";"SP";"PRADOPOLIS";"MUNICIPAL";"CRECHE";425
"2016";"SP";"PRADOPOLIS";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";210
"2016";"SP";"PRADOPOLIS";"MUNICIPAL";"ENSINO FUNDAMENTAL";2087
"2016";"SP";"PRADOPOLIS";"MUNICIPAL";"PRÉ-ESCOLA";450
"2016";"SP";"PRAIA GRANDE";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";17
"2016";"SP";"PRAIA GRANDE";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";3351
"2016";"SP";"PRAIA GRANDE";"ESTADUAL";"ENSINO FUNDAMENTAL";7284
"2016";"SP";"PRAIA GRANDE";"ESTADUAL";"ENSINO MÉDIO";11142
"2016";"SP";"PRAIA GRANDE";"ESTADUAL";"INDÍGENA";15
"2016";"SP";"PRAIA GRANDE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";424
"2016";"SP";"PRAIA GRANDE";"MUNICIPAL";"CRECHE";7920
"2016";"SP";"PRAIA GRANDE";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1157
"2016";"SP";"PRAIA GRANDE";"MUNICIPAL";"ENSINO FUNDAMENTAL";28851
"2016";"SP";"PRAIA GRANDE";"MUNICIPAL";"PRÉ-ESCOLA";6573
"2016";"SP";"PRATANIA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";12
"2016";"SP";"PRATANIA";"ESTADUAL";"ENSINO FUNDAMENTAL";420
"2016";"SP";"PRATANIA";"ESTADUAL";"ENSINO MÉDIO";210
"2016";"SP";"PRATANIA";"MUNICIPAL";"CRECHE";119
"2016";"SP";"PRATANIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";431
"2016";"SP";"PRATANIA";"MUNICIPAL";"PRÉ-ESCOLA";137
"2016";"SP";"PRESIDENTE ALVES";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";11
"2016";"SP";"PRESIDENTE ALVES";"ESTADUAL";"ENSINO FUNDAMENTAL";447
"2016";"SP";"PRESIDENTE ALVES";"ESTADUAL";"ENSINO MÉDIO";170
"2016";"SP";"PRESIDENTE ALVES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";11
"2016";"SP";"PRESIDENTE ALVES";"MUNICIPAL";"CRECHE";62
"2016";"SP";"PRESIDENTE ALVES";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";19
"2016";"SP";"PRESIDENTE ALVES";"MUNICIPAL";"ENSINO FUNDAMENTAL";2
"2016";"SP";"PRESIDENTE ALVES";"MUNICIPAL";"PRÉ-ESCOLA";105
"2016";"SP";"PRESIDENTE BERNARDES";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2
"2016";"SP";"PRESIDENTE BERNARDES";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";171
"2016";"SP";"PRESIDENTE BERNARDES";"ESTADUAL";"ENSINO MÉDIO";454
"2016";"SP";"PRESIDENTE BERNARDES";"MUNICIPAL";"CRECHE";129
"2016";"SP";"PRESIDENTE BERNARDES";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";22
"2016";"SP";"PRESIDENTE BERNARDES";"MUNICIPAL";"ENSINO FUNDAMENTAL";1076
"2016";"SP";"PRESIDENTE BERNARDES";"MUNICIPAL";"PRÉ-ESCOLA";206
"2016";"SP";"PRESIDENTE EPITACIO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";15
"2016";"SP";"PRESIDENTE EPITACIO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";84
"2016";"SP";"PRESIDENTE EPITACIO";"ESTADUAL";"ENSINO FUNDAMENTAL";3097
"2016";"SP";"PRESIDENTE EPITACIO";"ESTADUAL";"ENSINO MÉDIO";1528
"2016";"SP";"PRESIDENTE EPITACIO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";13
"2016";"SP";"PRESIDENTE EPITACIO";"MUNICIPAL";"CRECHE";701
"2016";"SP";"PRESIDENTE EPITACIO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";261
"2016";"SP";"PRESIDENTE EPITACIO";"MUNICIPAL";"ENSINO FUNDAMENTAL";908
"2016";"SP";"PRESIDENTE EPITACIO";"MUNICIPAL";"ENSINO MÉDIO";3
"2016";"SP";"PRESIDENTE EPITACIO";"MUNICIPAL";"PRÉ-ESCOLA";863
"2016";"SP";"PRESIDENTE PRUDENTE";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";73
"2016";"SP";"PRESIDENTE PRUDENTE";"ESTADUAL";"CRECHE";31
"2016";"SP";"PRESIDENTE PRUDENTE";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1918
"2016";"SP";"PRESIDENTE PRUDENTE";"ESTADUAL";"ENSINO FUNDAMENTAL";7950
"2016";"SP";"PRESIDENTE PRUDENTE";"ESTADUAL";"ENSINO MÉDIO";7485
"2016";"SP";"PRESIDENTE PRUDENTE";"ESTADUAL";"PRÉ-ESCOLA";6
"2016";"SP";"PRESIDENTE PRUDENTE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";175
"2016";"SP";"PRESIDENTE PRUDENTE";"MUNICIPAL";"CRECHE";4418
"2016";"SP";"PRESIDENTE PRUDENTE";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";84
"2016";"SP";"PRESIDENTE PRUDENTE";"MUNICIPAL";"ENSINO FUNDAMENTAL";9900
"2016";"SP";"PRESIDENTE PRUDENTE";"MUNICIPAL";"ENSINO MÉDIO";219
"2016";"SP";"PRESIDENTE PRUDENTE";"MUNICIPAL";"PRÉ-ESCOLA";3730
"2016";"SP";"PRESIDENTE VENCESLAU";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";228
"2016";"SP";"PRESIDENTE VENCESLAU";"ESTADUAL";"ENSINO FUNDAMENTAL";1259
"2016";"SP";"PRESIDENTE VENCESLAU";"ESTADUAL";"ENSINO MÉDIO";1528
"2016";"SP";"PRESIDENTE VENCESLAU";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";22
"2016";"SP";"PRESIDENTE VENCESLAU";"MUNICIPAL";"CRECHE";582
"2016";"SP";"PRESIDENTE VENCESLAU";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";24
"2016";"SP";"PRESIDENTE VENCESLAU";"MUNICIPAL";"ENSINO FUNDAMENTAL";1833
"2016";"SP";"PRESIDENTE VENCESLAU";"MUNICIPAL";"ENSINO MÉDIO";7
"2016";"SP";"PRESIDENTE VENCESLAU";"MUNICIPAL";"PRÉ-ESCOLA";709
"2016";"SP";"PROMISSAO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";34
"2016";"SP";"PROMISSAO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";263
"2016";"SP";"PROMISSAO";"ESTADUAL";"ENSINO FUNDAMENTAL";2575
"2016";"SP";"PROMISSAO";"ESTADUAL";"ENSINO MÉDIO";1373
"2016";"SP";"PROMISSAO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";48
"2016";"SP";"PROMISSAO";"MUNICIPAL";"CRECHE";334
"2016";"SP";"PROMISSAO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";114
"2016";"SP";"PROMISSAO";"MUNICIPAL";"ENSINO FUNDAMENTAL";1609
"2016";"SP";"PROMISSAO";"MUNICIPAL";"PRÉ-ESCOLA";857
"2016";"SP";"QUADRA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";23
"2016";"SP";"QUADRA";"ESTADUAL";"ENSINO MÉDIO";175
"2016";"SP";"QUADRA";"MUNICIPAL";"CRECHE";38
"2016";"SP";"QUADRA";"MUNICIPAL";"ENSINO FUNDAMENTAL";570
"2016";"SP";"QUADRA";"MUNICIPAL";"PRÉ-ESCOLA";100
"2016";"SP";"QUATA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";175
"2016";"SP";"QUATA";"ESTADUAL";"ENSINO FUNDAMENTAL";509
"2016";"SP";"QUATA";"ESTADUAL";"ENSINO MÉDIO";771
"2016";"SP";"QUATA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";15
"2016";"SP";"QUATA";"MUNICIPAL";"CRECHE";284
"2016";"SP";"QUATA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";19
"2016";"SP";"QUATA";"MUNICIPAL";"ENSINO FUNDAMENTAL";749
"2016";"SP";"QUATA";"MUNICIPAL";"PRÉ-ESCOLA";315
"2016";"SP";"QUEIROZ";"ESTADUAL";"ENSINO FUNDAMENTAL";199
"2016";"SP";"QUEIROZ";"ESTADUAL";"ENSINO MÉDIO";130
"2016";"SP";"QUEIROZ";"MUNICIPAL";"CRECHE";81
"2016";"SP";"QUEIROZ";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";8
"2016";"SP";"QUEIROZ";"MUNICIPAL";"ENSINO FUNDAMENTAL";233
"2016";"SP";"QUEIROZ";"MUNICIPAL";"PRÉ-ESCOLA";83
"2016";"SP";"QUELUZ";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";90
"2016";"SP";"QUELUZ";"ESTADUAL";"ENSINO FUNDAMENTAL";148
"2016";"SP";"QUELUZ";"ESTADUAL";"ENSINO MÉDIO";373
"2016";"SP";"QUELUZ";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";14
"2016";"SP";"QUELUZ";"MUNICIPAL";"CRECHE";81
"2016";"SP";"QUELUZ";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";8
"2016";"SP";"QUELUZ";"MUNICIPAL";"ENSINO FUNDAMENTAL";1173
"2016";"SP";"QUELUZ";"MUNICIPAL";"PRÉ-ESCOLA";234
"2016";"SP";"QUINTANA";"ESTADUAL";"ENSINO FUNDAMENTAL";304
"2016";"SP";"QUINTANA";"ESTADUAL";"ENSINO MÉDIO";241
"2016";"SP";"QUINTANA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";21
"2016";"SP";"QUINTANA";"MUNICIPAL";"CRECHE";222
"2016";"SP";"QUINTANA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";53
"2016";"SP";"QUINTANA";"MUNICIPAL";"ENSINO FUNDAMENTAL";364
"2016";"SP";"QUINTANA";"MUNICIPAL";"PRÉ-ESCOLA";140
"2016";"SP";"RAFARD";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";22
"2016";"SP";"RAFARD";"ESTADUAL";"ENSINO FUNDAMENTAL";506
"2016";"SP";"RAFARD";"ESTADUAL";"ENSINO MÉDIO";386
"2016";"SP";"RAFARD";"MUNICIPAL";"CRECHE";130
"2016";"SP";"RAFARD";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";22
"2016";"SP";"RAFARD";"MUNICIPAL";"ENSINO FUNDAMENTAL";636
"2016";"SP";"RAFARD";"MUNICIPAL";"PRÉ-ESCOLA";220
"2016";"SP";"RANCHARIA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";9
"2016";"SP";"RANCHARIA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";34
"2016";"SP";"RANCHARIA";"ESTADUAL";"ENSINO FUNDAMENTAL";1495
"2016";"SP";"RANCHARIA";"ESTADUAL";"ENSINO MÉDIO";1447
"2016";"SP";"RANCHARIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";26
"2016";"SP";"RANCHARIA";"MUNICIPAL";"CRECHE";648
"2016";"SP";"RANCHARIA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";40
"2016";"SP";"RANCHARIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";1499
"2016";"SP";"RANCHARIA";"MUNICIPAL";"PRÉ-ESCOLA";659
"2016";"SP";"REDENCAO DA SERRA";"ESTADUAL";"ENSINO FUNDAMENTAL";248
"2016";"SP";"REDENCAO DA SERRA";"ESTADUAL";"ENSINO MÉDIO";170
"2016";"SP";"REDENCAO DA SERRA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";7
"2016";"SP";"REDENCAO DA SERRA";"MUNICIPAL";"ENSINO FUNDAMENTAL";301
"2016";"SP";"REDENCAO DA SERRA";"MUNICIPAL";"PRÉ-ESCOLA";94
"2016";"SP";"REGENTE FEIJO";"ESTADUAL";"ENSINO FUNDAMENTAL";823
"2016";"SP";"REGENTE FEIJO";"ESTADUAL";"ENSINO MÉDIO";527
"2016";"SP";"REGENTE FEIJO";"MUNICIPAL";"CRECHE";462
"2016";"SP";"REGENTE FEIJO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";15
"2016";"SP";"REGENTE FEIJO";"MUNICIPAL";"ENSINO FUNDAMENTAL";1040
"2016";"SP";"REGENTE FEIJO";"MUNICIPAL";"PRÉ-ESCOLA";448
"2016";"SP";"REGINOPOLIS";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";262
"2016";"SP";"REGINOPOLIS";"ESTADUAL";"ENSINO FUNDAMENTAL";264
"2016";"SP";"REGINOPOLIS";"ESTADUAL";"ENSINO MÉDIO";181
"2016";"SP";"REGINOPOLIS";"MUNICIPAL";"CRECHE";104
"2016";"SP";"REGINOPOLIS";"MUNICIPAL";"ENSINO FUNDAMENTAL";353
"2016";"SP";"REGINOPOLIS";"MUNICIPAL";"PRÉ-ESCOLA";103
"2016";"SP";"REGISTRO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";66
"2016";"SP";"REGISTRO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";889
"2016";"SP";"REGISTRO";"ESTADUAL";"ENSINO FUNDAMENTAL";2767
"2016";"SP";"REGISTRO";"ESTADUAL";"ENSINO MÉDIO";3267
"2016";"SP";"REGISTRO";"ESTADUAL";"INDÍGENA";14
"2016";"SP";"REGISTRO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";59
"2016";"SP";"REGISTRO";"MUNICIPAL";"CRECHE";1257
"2016";"SP";"REGISTRO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";31
"2016";"SP";"REGISTRO";"MUNICIPAL";"ENSINO FUNDAMENTAL";3656
"2016";"SP";"REGISTRO";"MUNICIPAL";"PRÉ-ESCOLA";1361
"2016";"SP";"REGISTRO";"MUNICIPAL";"QUILOMBOLA";15
"2016";"SP";"RESTINGA";"ESTADUAL";"ENSINO MÉDIO";303
"2016";"SP";"RESTINGA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";9
"2016";"SP";"RESTINGA";"MUNICIPAL";"CRECHE";127
"2016";"SP";"RESTINGA";"MUNICIPAL";"ENSINO FUNDAMENTAL";1138
"2016";"SP";"RESTINGA";"MUNICIPAL";"PRÉ-ESCOLA";218
"2016";"SP";"RIBEIRA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5
"2016";"SP";"RIBEIRA";"ESTADUAL";"ENSINO FUNDAMENTAL";476
"2016";"SP";"RIBEIRA";"ESTADUAL";"ENSINO MÉDIO";198
"2016";"SP";"RIBEIRA";"MUNICIPAL";"CRECHE";46
"2016";"SP";"RIBEIRA";"MUNICIPAL";"ENSINO FUNDAMENTAL";43
"2016";"SP";"RIBEIRA";"MUNICIPAL";"PRÉ-ESCOLA";114
"2016";"SP";"RIBEIRAO BONITO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";44
"2016";"SP";"RIBEIRAO BONITO";"ESTADUAL";"ENSINO FUNDAMENTAL";191
"2016";"SP";"RIBEIRAO BONITO";"ESTADUAL";"ENSINO MÉDIO";453
"2016";"SP";"RIBEIRAO BONITO";"MUNICIPAL";"CRECHE";216
"2016";"SP";"RIBEIRAO BONITO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";36
"2016";"SP";"RIBEIRAO BONITO";"MUNICIPAL";"ENSINO FUNDAMENTAL";1307
"2016";"SP";"RIBEIRAO BONITO";"MUNICIPAL";"PRÉ-ESCOLA";322
"2016";"SP";"RIBEIRAO BRANCO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7
"2016";"SP";"RIBEIRAO BRANCO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";64
"2016";"SP";"RIBEIRAO BRANCO";"ESTADUAL";"ENSINO FUNDAMENTAL";1284
"2016";"SP";"RIBEIRAO BRANCO";"ESTADUAL";"ENSINO MÉDIO";1002
"2016";"SP";"RIBEIRAO BRANCO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";18
"2016";"SP";"RIBEIRAO BRANCO";"MUNICIPAL";"CRECHE";233
"2016";"SP";"RIBEIRAO BRANCO";"MUNICIPAL";"ENSINO FUNDAMENTAL";1679
"2016";"SP";"RIBEIRAO BRANCO";"MUNICIPAL";"PRÉ-ESCOLA";500
"2016";"SP";"RIBEIRAO CORRENTE";"ESTADUAL";"ENSINO MÉDIO";216
"2016";"SP";"RIBEIRAO CORRENTE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";14
"2016";"SP";"RIBEIRAO CORRENTE";"MUNICIPAL";"CRECHE";136
"2016";"SP";"RIBEIRAO CORRENTE";"MUNICIPAL";"ENSINO FUNDAMENTAL";650
"2016";"SP";"RIBEIRAO CORRENTE";"MUNICIPAL";"PRÉ-ESCOLA";150
"2016";"SP";"RIBEIRAO DO SUL";"ESTADUAL";"ENSINO FUNDAMENTAL";261
"2016";"SP";"RIBEIRAO DO SUL";"ESTADUAL";"ENSINO MÉDIO";188
"2016";"SP";"RIBEIRAO DO SUL";"MUNICIPAL";"CRECHE";105
"2016";"SP";"RIBEIRAO DO SUL";"MUNICIPAL";"ENSINO FUNDAMENTAL";273
"2016";"SP";"RIBEIRAO DO SUL";"MUNICIPAL";"PRÉ-ESCOLA";111
"2016";"SP";"RIBEIRAO DOS INDIOS";"ESTADUAL";"ENSINO FUNDAMENTAL";87
"2016";"SP";"RIBEIRAO DOS INDIOS";"ESTADUAL";"ENSINO MÉDIO";81
"2016";"SP";"RIBEIRAO DOS INDIOS";"MUNICIPAL";"CRECHE";55
"2016";"SP";"RIBEIRAO DOS INDIOS";"MUNICIPAL";"ENSINO FUNDAMENTAL";120
"2016";"SP";"RIBEIRAO DOS INDIOS";"MUNICIPAL";"PRÉ-ESCOLA";40
"2016";"SP";"RIBEIRAO GRANDE";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5
"2016";"SP";"RIBEIRAO GRANDE";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";42
"2016";"SP";"RIBEIRAO GRANDE";"ESTADUAL";"ENSINO FUNDAMENTAL";541
"2016";"SP";"RIBEIRAO GRANDE";"ESTADUAL";"ENSINO MÉDIO";324
"2016";"SP";"RIBEIRAO GRANDE";"MUNICIPAL";"CRECHE";119
"2016";"SP";"RIBEIRAO GRANDE";"MUNICIPAL";"ENSINO FUNDAMENTAL";644
"2016";"SP";"RIBEIRAO GRANDE";"MUNICIPAL";"PRÉ-ESCOLA";218
"2016";"SP";"RIBEIRAO PIRES";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";27
"2016";"SP";"RIBEIRAO PIRES";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1498
"2016";"SP";"RIBEIRAO PIRES";"ESTADUAL";"ENSINO FUNDAMENTAL";8748
"2016";"SP";"RIBEIRAO PIRES";"ESTADUAL";"ENSINO MÉDIO";5256
"2016";"SP";"RIBEIRAO PIRES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";83
"2016";"SP";"RIBEIRAO PIRES";"MUNICIPAL";"CRECHE";2184
"2016";"SP";"RIBEIRAO PIRES";"MUNICIPAL";"ENSINO FUNDAMENTAL";3961
"2016";"SP";"RIBEIRAO PIRES";"MUNICIPAL";"PRÉ-ESCOLA";2343
"2016";"SP";"RIBEIRAO PRETO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";172
"2016";"SP";"RIBEIRAO PRETO";"ESTADUAL";"CRECHE";69
"2016";"SP";"RIBEIRAO PRETO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";4382
"2016";"SP";"RIBEIRAO PRETO";"ESTADUAL";"ENSINO FUNDAMENTAL";27742
"2016";"SP";"RIBEIRAO PRETO";"ESTADUAL";"ENSINO MÉDIO";18464
"2016";"SP";"RIBEIRAO PRETO";"ESTADUAL";"PRÉ-ESCOLA";40
"2016";"SP";"RIBEIRAO PRETO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";76
"2016";"SP";"RIBEIRAO PRETO";"MUNICIPAL";"CRECHE";10998
"2016";"SP";"RIBEIRAO PRETO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1343
"2016";"SP";"RIBEIRAO PRETO";"MUNICIPAL";"ENSINO FUNDAMENTAL";23302
"2016";"SP";"RIBEIRAO PRETO";"MUNICIPAL";"ENSINO MÉDIO";151
"2016";"SP";"RIBEIRAO PRETO";"MUNICIPAL";"PRÉ-ESCOLA";10386
"2016";"SP";"RIFAINA";"ESTADUAL";"ENSINO FUNDAMENTAL";267
"2016";"SP";"RIFAINA";"ESTADUAL";"ENSINO MÉDIO";180
"2016";"SP";"RIFAINA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";12
"2016";"SP";"RIFAINA";"MUNICIPAL";"CRECHE";39
"2016";"SP";"RIFAINA";"MUNICIPAL";"ENSINO FUNDAMENTAL";219
"2016";"SP";"RIFAINA";"MUNICIPAL";"PRÉ-ESCOLA";86
"2016";"SP";"RINCAO";"ESTADUAL";"ENSINO FUNDAMENTAL";443
